15246
1 24.114 -10.082 1.033 1.08647 1.76278 0.371239 18.2407 12.7867
1 24.114 -10.082 1.033 1.11265 1.76278 0.960124 8.50384 14.5904
1 24.114 -10.082 1.033 1.13883 1.76278 1.46899 54.0114 51.804
1 24.114 -10.082 1.033 1.16501 1.76278 1.91341 2.71313 29.9857
1 24.114 -10.082 1.033 0.955568 1.7942 0.357269 1.52887 4.65459
1 24.114 -10.082 1.033 0.981748 1.7942 1.06987 0.869416 6.8638
1 24.114 -10.082 1.033 1.03411 1.7942 2.17132 2.27621 6.48839
1 24.114 -10.082 1.033 1.13883 1.7942 3.62707 1.33293 15.4803
1 24.114 -10.082 1.033 1.19119 1.7942 4.13306 5.72942 16.3011
1 24.114 -10.082 1.033 1.21737 1.7942 4.34992 24.8407 25.08
1 24.114 -10.082 1.033 1.26973 1.7942 4.73103 29.1752 77.3696
1 24.114 -10.082 1.033 0.903208 1.82561 2.06923 3.30097 3.40294
1 24.114 -10.082 1.033 0.929388 1.82561 2.63093 4.30654 3.6726
1 24.114 -10.082 1.033 0.955568 1.82561 3.09943 8.48151 3.71275
1 24.114 -10.082 1.033 0.981748 1.82561 3.50053 8.89563 3.93354
1 24.114 -10.082 1.033 1.00793 1.82561 3.85061 7.08773 4.76848
1 24.114 -10.082 1.033 1.03411 1.82561 4.15176 9.56239 4.42574
1 24.114 -10.082 1.033 1.06029 1.82561 4.41075 3.7078 5.55399
1 24.114 -10.082 1.033 1.08647 1.82561 4.6383 11.0583 6.20382
1 24.114 -10.082 1.033 1.11265 1.82561 4.84026 9.01234 7.13416
1 24.114 -10.082 1.033 1.13883 1.82561 5.02573 10.3322 7.98502
1 24.114 -10.082 1.033 1.16501 1.82561 5.19359 13.2985 9.11625
1 24.114 -10.082 1.033 1.19119 1.82561 5.34518 6.51029 10.5734
1 24.114 -10.082 1.033 1.21737 1.82561 5.48413 18.8231 15.8929
1 24.114 -10.082 1.033 1.24355 1.82561 5.61352 8.3574 22.7462
1 24.114 -10.082 1.033 1.32209 1.82561 5.96119 178.829 169.895
1 24.114 -10.082 1.033 0.772308 1.85703 1.14314 3.72135 2.39029
1 24.114 -10.082 1.033 0.798488 1.85703 2.05923 4.77161 2.43082
1 24.114 -10.082 1.033 0.824668 1.85703 2.78134 1.26256 2.89743
1 24.114 -10.082 1.033 0.850848 1.85703 3.36061 7.2344 3.01513
1 24.114 -10.082 1.033 0.877028 1.85703 3.83231 5.79981 2.97993
1 24.114 -10.082 1.033 0.903208 1.85703 4.23268 3.11643 3.01659
1 24.114 -10.082 1.033 0.929388 1.85703 4.56791 2.99027 3.28849
1 24.114 -10.082 1.033 0.955568 1.85703 4.84835 8.415 3.352
1 24.114 -10.082 1.033 0.981748 1.85703 5.08723 8.04159 3.64422
1 24.114 -10.082 1.033 1.00793 1.85703 5.29286 5.529 3.75479
1 24.114 -10.082 1.033 1.03411 1.85703 5.47173 8.68528 4.42917
1 24.114 -10.082 1.033 1.06029 1.85703 5.62896 13.4053 5.13589
1 24.114 -10.082 1.033 1.08647 1.85703 5.77193 4.75046 5.14951
1 24.114 -10.082 1.033 1.11265 1.85703 5.90096 6.00112 5.77154
1 24.114 -10.082 1.033 1.13883 1.85703 6.01793 10.2881 7.30646
1 24.114 -10.082 1.033 1.16501 1.85703 6.12516 16.0924 9.02925
1 24.114 -10.082 1.033 1.19119 1.85703 6.22426 1.05415 15.0473
1 24.114 -10.082 1.033 1.21737 1.85703 6.31594 5.48025 10.8633
1 24.114 -10.082 1.033 1.24355 1.85703 6.40301 10.2662 11.6498
1 24.114 -10.082 1.033 1.26973 1.85703 6.48663 11.82 17.5405
1 24.114 -10.082 1.033 1.32209 1.85703 6.64728 8.64083 28.1837
1 24.114 -10.082 1.033 1.37445 1.85703 6.80441 225.866 214.226
1 24.114 -10.082 1.033 0.667588 1.88845 0.522672 0.334926 2.56214
1 24.114 -10.082 1.033 0.693768 1.88845 0.796383 1.52198 2.34868
1 24.114 -10.082 1.033 0.719948 1.88845 2.32853 4.52947 2.08437
1 24.114 -10.082 1.033 0.746128 1.88845 3.15065 7.74005 2.38722
1 24.114 -10.082 1.033 0.772308 1.88845 3.8728 5.78118 2.31812
1 24.114 -10.082 1.033 0.798488 1.88845 4.39708 9.3211 2.52073
